Report Date,County,Place of Fatality,Deaths by County of Residence
2020-03-29,Rensselaer,0,0
2020-03-29,Richmond,0,0
2020-03-29,Rockland,14,0
2020-03-29,Saratoga,0,0
2020-03-29,Schenectady,1,0
2020-03-29,Schoharie,0,0
2020-03-29,Schuyler,0,0
2020-03-29,Seneca,0,0
2020-03-29,St. Lawrence,0,0
2020-03-29,Statewide Total,0,0
2020-03-29,Steuben,0,0
2020-03-29,Suffolk,60,0
2020-03-29,Sullivan,0,0
2020-03-29,Tioga,0,0
2020-03-29,Tompkins,0,0
2020-03-29,Ulster,0,0
2020-03-29,Warren,1,0
2020-03-29,Washington,0,0
2020-03-29,Wayne,0,0
2020-03-29,Westchester,63,0
2020-03-29,Wyoming,0,0
2020-03-29,Yates,0,0
2020-03-30,Albany,0,0
2020-03-30,Allegany,0,0
2020-03-30,Bronx,0,0
2020-03-30,Broome,4,0
2020-03-30,Cattaraugus,0,0
2020-03-30,Cayuga,0,0
2020-03-30,Chautauqua,0,0
2020-03-30,Chemung,0,0
2020-03-30,Chenango,0,0
2020-03-30,Clinton,0,0
2020-03-30,Columbia,0,0
2020-03-30,Cortland,0,0
2020-03-30,Delaware,0,0
2020-03-30,Dutchess,5,0
2020-03-30,Erie,9,0
2020-03-30,Essex,0,0
2020-03-30,Franklin,0,0
2020-03-30,Fulton,0,0
2020-03-30,Genesee,0,0
2020-03-30,Greene,0,0
2020-03-30,Hamilton,0,0
2020-03-30,Herkimer,1,0
2020-03-30,Jefferson,0,0
2020-03-30,Kings,0,0
2020-03-30,Lewis,0,0
2020-03-30,Livingston,0,0
2020-03-30,Madison,1,0
2020-03-30,Manhattan,0,0
2020-03-30,Monroe,9,0
2020-03-30,Montgomery,0,0
2020-03-30,Nassau,178,0
2020-03-30,Niagara,0,0
2020-03-30,Non-NYS,0,0
2020-03-30,Oneida,0,0
2020-03-30,Onondaga,1,0
2020-03-30,Ontario,0,0
2020-03-30,Orange,13,0
2020-03-30,Orleans,0,0
2020-03-30,Oswego,0,0
2020-03-30,Otsego,2,0
2020-03-30,Putnam,0,0
2020-03-30,Queens,0,0
2020-03-30,Rensselaer,0,0
2020-03-30,Richmond,0,0
2020-03-30,Rockland,18,0
2020-03-30,Saratoga,0,0
2020-03-30,Schenectady,1,0
2020-03-30,Schoharie,0,0
2020-03-30,Schuyler,0,0
2020-03-30,Seneca,0,0
2020-03-30,St. Lawrence,0,0
2020-03-30,Statewide Total,0,0
2020-03-30,Steuben,0,0
2020-03-30,Suffolk,71,0
2020-03-30,Sullivan,0,0
2020-03-30,Tioga,0,0
2020-03-30,Tompkins,0,0
2020-03-30,Ulster,0,0
2020-03-30,Warren,1,0
2020-03-30,Washington,0,0
2020-03-30,Wayne,0,0
2020-03-30,Westchester,85,0
2020-03-30,Wyoming,0,0
2020-03-30,Yates,0,0
2020-03-31,Albany,1,0
2020-03-31,Allegany,0,0
2020-03-31,Bronx,0,0
2020-03-31,Broome,4,0
2020-03-31,Cattaraugus,0,0
2020-03-31,Cayuga,0,0
2020-03-31,Chautauqua,0,0
2020-03-31,Chemung,0,0
2020-03-31,Chenango,0,0
2020-03-31,Clinton,0,0
2020-03-31,Columbia,0,0
2020-03-31,Cortland,0,0
2020-03-31,Delaware,0,0
2020-03-31,Dutchess,7,0
2020-03-31,Erie,10,0
2020-03-31,Essex,0,0
2020-03-31,Franklin,0,0
2020-03-31,Fulton,0,0
2020-03-31,Genesee,0,0
2020-03-31,Greene,0,0
2020-03-31,Hamilton,0,0
2020-03-31,Herkimer,1,0
2020-03-31,Jefferson,0,0
2020-03-31,Kings,0,0
2020-03-31,Lewis,0,0
2020-03-31,Livingston,0,0
2020-03-31,Madison,1,0
2020-03-31,Manhattan,0,0
2020-03-31,Monroe,10,0
2020-03-31,Montgomery,0,0
2020-03-31,Nassau,214,0
2020-03-31,Niagara,0,0
2020-03-31,Non-NYS,0,0
2020-03-31,Oneida,2,0
2020-03-31,Onondaga,1,0
2020-03-31,Ontario,0,0
2020-03-31,Orange,16,0
2020-03-31,Orleans,0,0
2020-03-31,Oswego,0,0
2020-03-31,Otsego,2,0
2020-03-31,Putnam,5,0
2020-03-31,Queens,0,0
2020-03-31,Rensselaer,0,0
2020-03-31,Richmond,0,0
2020-03-31,Rockland,32,0
2020-03-31,Saratoga,0,0
2020-03-31,Schenectady,4,0
2020-03-31,Schoharie,0,0
2020-03-31,Schuyler,0,0
2020-03-31,Seneca,0,0
2020-03-31,St. Lawrence,0,0
2020-03-31,Statewide Total,0,0
2020-03-31,Steuben,0,0
2020-03-31,Suffolk,94,0
2020-03-31,Sullivan,2,0
2020-03-31,Tioga,0,0
2020-03-31,Tompkins,0,0
2020-03-31,Ulster,0,0
2020-03-31,Warren,1,0
2020-03-31,Washington,0,0
2020-03-31,Wayne,0,0
2020-03-31,Westchester,107,0
2020-03-31,Wyoming,0,0
2020-03-31,Yates,0,0
2020-04-01,Albany,2,0
2020-04-01,Allegany,0,0
2020-04-01,Bronx,0,0
2020-04-01,Broome,4,0
2020-04-01,Cattaraugus,0,0
2020-04-01,Cayuga,0,0
2020-04-01,Chautauqua,0,0
2020-04-01,Chemung,0,0
2020-04-01,Chenango,0,0
2020-04-01,Clinton,0,0
2020-04-01,Columbia,0,0
2020-04-01,Cortland,0,0
2020-04-01,Delaware,0,0
2020-04-01,Dutchess,7,0
2020-04-01,Erie,15,0
2020-04-01,Essex,0,0
2020-04-01,Franklin,0,0
2020-04-01,Fulton,0,0
2020-04-01,Genesee,0,0
2020-04-01,Greene,0,0
2020-04-01,Hamilton,0,0
2020-04-01,Herkimer,1,0
2020-04-01,Jefferson,0,0
2020-04-01,Kings,0,0
2020-04-01,Lewis,0,0
2020-04-01,Livingston,0,0
2020-04-01,Madison,1,0
2020-04-01,Manhattan,0,0
2020-04-01,Monroe,10,0
2020-04-01,Montgomery,0,0
2020-04-01,Nassau,255,0
2020-04-01,Niagara,0,0
2020-04-01,Non-NYS,0,0
2020-04-01,Oneida,2,0
2020-04-01,Onondaga,2,0
2020-04-01,Ontario,0,0
2020-04-01,Orange,19,0
2020-04-01,Orleans,0,0
2020-04-01,Oswego,0,0
2020-04-01,Otsego,2,0
2020-04-01,Putnam,6,0
2020-04-01,Queens,0,0
2020-04-01,Rensselaer,0,0
2020-04-01,Richmond,0,0
2020-04-01,Rockland,36,0
2020-04-01,Saratoga,0,0
2020-04-01,Schenectady,4,0
2020-04-01,Schoharie,0,0
2020-04-01,Schuyler,0,0
2020-04-01,Seneca,0,0
2020-04-01,St. Lawrence,0,0
2020-04-01,Statewide Total,0,0
2020-04-01,Steuben,0,0
2020-04-01,Suffolk,111,0
2020-04-01,Sullivan,3,0
2020-04-01,Tioga,0,0
2020-04-01,Tompkins,0,0
2020-04-01,Ulster,0,0
2020-04-01,Warren,1,0
2020-04-01,Washington,0,0
2020-04-01,Wayne,0,0
2020-04-01,Westchester,128,0
2020-04-01,Wyoming,0,0
2020-04-01,Yates,0,0
2020-04-02,Albany,4,0
2020-04-02,Allegany,0,0
2020-04-02,Bronx,0,0
2020-04-02,Broome,4,0
2020-04-02,Cattaraugus,0,0
2020-04-02,Cayuga,0,0
2020-04-02,Chautauqua,0,0
2020-04-02,Chemung,0,0
2020-04-02,Chenango,0,0
2020-04-02,Clinton,0,0
2020-04-02,Columbia,1,0
2020-04-02,Cortland,0,0
2020-04-02,Delaware,0,0
2020-04-02,Dutchess,10,0
2020-04-02,Erie,18,0
2020-04-02,Essex,0,0
2020-04-02,Franklin,0,0
2020-04-02,Fulton,0,0
2020-04-02,Genesee,0,0
2020-04-02,Greene,0,0
2020-04-02,Hamilton,0,0
2020-04-02,Herkimer,1,0
2020-04-02,Jefferson,0,0
2020-04-02,Kings,0,0
2020-04-02,Lewis,0,0
2020-04-02,Livingston,0,0
2020-04-02,Madison,1,0
2020-04-02,Manhattan,0,0
2020-04-02,Monroe,12,0
2020-04-02,Montgomery,0,0
2020-04-02,Nassau,329,0
2020-04-02,Niagara,0,0
2020-04-02,Non-NYS,0,0
2020-04-02,Oneida,2,0
2020-04-02,Onondaga,2,0
2020-04-02,Ontario,0,0
2020-04-02,Orange,25,0
2020-04-02,Orleans,0,0
2020-04-02,Oswego,0,0
2020-04-02,Otsego,2,0
2020-04-02,Putnam,6,0
2020-04-02,Queens,0,0
2020-04-02,Rensselaer,0,0
2020-04-02,Richmond,0,0
2020-04-02,Rockland,42,0
2020-04-02,Saratoga,0,0
2020-04-02,Schenectady,4,0
2020-04-02,Schoharie,0,0
2020-04-02,Schuyler,0,0
2020-04-02,Seneca,0,0
2020-04-02,St. Lawrence,0,0
2020-04-02,Statewide Total,0,0
2020-04-02,Steuben,1,0
2020-04-02,Suffolk,139,0
2020-04-02,Sullivan,4,0
2020-04-02,Tioga,0,0
2020-04-02,Tompkins,0,0
2020-04-02,Ulster,0,0
2020-04-02,Warren,1,0
2020-04-02,Washington,0,0
2020-04-02,Wayne,0,0
2020-04-02,Westchester,159,0
2020-04-02,Wyoming,0,0
2020-04-02,Yates,0,0
2020-04-03,Albany,6,0
2020-04-03,Allegany,0,0
2020-04-03,Bronx,0,0
2020-04-03,Broome,4,0
2020-04-03,Cattaraugus,0,0
2020-04-03,Cayuga,0,0
2020-04-03,Chautauqua,0,0
2020-04-03,Chemung,0,0
2020-04-03,Chenango,0,0
2020-04-03,Clinton,0,0
2020-04-03,Columbia,2,0
2020-04-03,Cortland,0,0
2020-04-03,Delaware,0,0
2020-04-03,Dutchess,11,0
2020-04-03,Erie,23,0
2020-04-03,Essex,0,0
2020-04-03,Franklin,0,0
2020-04-03,Fulton,0,0
2020-04-03,Genesee,0,0
2020-04-03,Greene,0,0
2020-04-03,Hamilton,0,0
2020-04-03,Herkimer,1,0
2020-04-03,Jefferson,0,0
2020-04-03,Kings,0,0
2020-04-03,Lewis,0,0
2020-04-03,Livingston,0,0
2020-04-03,Madison,1,0
2020-04-03,Manhattan,0,0
2020-04-03,Monroe,14,0
2020-04-03,Montgomery,1,0
2020-04-03,Nassau,396,0
2020-04-03,Niagara,0,0
2020-04-03,Non-NYS,0,0
2020-04-03,Oneida,2,0
2020-04-03,Onondaga,4,0
2020-04-03,Ontario,0,0
2020-04-03,Orange,32,0
2020-04-03,Orleans,0,0
2020-04-03,Oswego,0,0
2020-04-03,Otsego,2,0
2020-04-03,Putnam,9,0
2020-04-03,Queens,0,0
2020-04-03,Rensselaer,0,0
2020-04-03,Richmond,0,0
2020-04-03,Rockland,50,0
2020-04-03,Saratoga,0,0
2020-04-03,Schenectady,4,0
2020-04-03,Schoharie,0,0
2020-04-03,Schuyler,0,0
2020-04-03,Seneca,0,0
2020-04-03,St. Lawrence,0,0
2020-04-03,Statewide Total,0,0
2020-04-03,Steuben,1,0
2020-04-03,Suffolk,175,0
2020-04-03,Sullivan,4,0
2020-04-03,Tioga,0,0
2020-04-03,Tompkins,0,0
2020-04-03,Ulster,1,0
2020-04-03,Warren,1,0
2020-04-03,Washington,0,0
2020-04-03,Wayne,0,0
2020-04-03,Westchester,197,0
2020-04-03,Wyoming,0,0
2020-04-03,Yates,0,0
2020-04-04,Albany,9,6
2020-04-04,Allegany,0,1
2020-04-04,Bronx,624,664
2020-04-04,Broome,5,4
2020-04-04,Cattaraugus,0,0
2020-04-04,Cayuga,0,0
2020-04-04,Chautauqua,0,0
2020-04-04,Chemung,0,0
2020-04-04,Chenango,0,0
2020-04-04,Clinton,0,0
2020-04-04,Columbia,3,4
2020-04-04,Cortland,0,0
2020-04-04,Delaware,0,1
2020-04-04,Dutchess,11,12
2020-04-04,Erie,27,26
2020-04-04,Essex,0,0
2020-04-04,Franklin,0,0
2020-04-04,Fulton,0,1
2020-04-04,Genesee,0,1
2020-04-04,Greene,0,0
2020-04-04,Hamilton,0,0
2020-04-04,Herkimer,1,3
2020-04-04,Jefferson,0,0
2020-04-04,Kings,896,973
2020-04-04,Lewis,0,2
2020-04-04,Livingston,0,0
2020-04-04,Madison,1,2
2020-04-04,Manhattan,0,0
2020-04-04,Monroe,17,16
2020-04-04,Montgomery,1,1
2020-04-04,Nassau,465,381
2020-04-04,Niagara,0,0
2020-04-04,Non-NYS,0,14
2020-04-04,Oneida,2,1
2020-04-04,Onondaga,5,4
2020-04-04,Ontario,0,0
2020-04-04,Orange,41,37
2020-04-04,Orleans,0,0
2020-04-04,Oswego,0,0
2020-04-04,Otsego,2,2
2020-04-04,Putnam,11,14
2020-04-04,Queens,813,949
2020-04-04,Rensselaer,0,1
2020-04-04,Richmond,150,153
2020-04-04,Rockland,63,71
2020-04-04,Saratoga,0,3
2020-04-04,Schenectady,6,4
2020-04-04,Schoharie,0,0
2020-04-04,Schuyler,0,0
2020-04-04,Seneca,0,0
2020-04-04,St. Lawrence,0,0
2020-04-04,Statewide Total,0,0
2020-04-04,Steuben,1,1
2020-04-04,Suffolk,203,199
2020-04-04,Sullivan,5,4
2020-04-04,Tioga,0,0
2020-04-04,Tompkins,0,0
2020-04-04,Ulster,1,3
2020-04-04,Warren,1,0
2020-04-04,Washington,0,1
2020-04-04,Wayne,0,0
2020-04-04,Westchester,230,211
2020-04-04,Wyoming,0,0
2020-04-04,Yates,0,0
2020-04-05,Albany,9,6
2020-04-05,Allegany,0,1
2020-04-05,Bronx,709,751
2020-04-05,Broome,5,4
2020-04-05,Cattaraugus,0,0
2020-04-05,Cayuga,1,1
2020-04-05,Chautauqua,0,0
2020-04-05,Chemung,0,0
2020-04-05,Chenango,0,0
2020-04-05,Clinton,0,0
2020-04-05,Columbia,3,4
2020-04-05,Cortland,0,0
2020-04-05,Delaware,0,1
2020-04-05,Dutchess,12,14
2020-04-05,Erie,30,29
2020-04-05,Essex,0,0
2020-04-05,Franklin,0,0
2020-04-05,Fulton,0,1
2020-04-05,Genesee,0,1
2020-04-05,Greene,0,0
2020-04-05,Hamilton,0,0
2020-04-05,Herkimer,1,3
2020-04-05,Jefferson,0,0
2020-04-05,Kings,1022,1109
2020-04-05,Lewis,0,2
2020-04-05,Livingston,0,0
2020-04-05,Madison,1,2
2020-04-05,Manhattan,634,436
2020-04-05,Monroe,23,22
2020-04-05,Montgomery,1,1
2020-04-05,Nassau,535,433
2020-04-05,Niagara,0,0
2020-04-05,Non-NYS,0,17
2020-04-05,Oneida,2,1
2020-04-05,Onondaga,6,5
2020-04-05,Ontario,0,0
2020-04-05,Orange,47,44
2020-04-05,Orleans,0,0
2020-04-05,Oswego,0,0
2020-04-05,Otsego,2,2
2020-04-05,Putnam,12,15
2020-04-05,Queens,948,1106
2020-04-05,Rensselaer,0,1
2020-04-05,Richmond,172,173
2020-04-05,Rockland,76,85
2020-04-05,Saratoga,0,3
2020-04-05,Schenectady,7,5
2020-04-05,Schoharie,0,0
2020-04-05,Schuyler,0,0
2020-04-05,Seneca,0,0
2020-04-05,St. Lawrence,0,0
2020-04-05,Statewide Total,4758,4758
2020-04-05,Steuben,1,1
2020-04-05,Suffolk,237,236
2020-04-05,Sullivan,7,5
2020-04-05,Tioga,0,0
2020-04-05,Tompkins,0,0
2020-04-05,Ulster,1,3
2020-04-05,Warren,1,0
2020-04-05,Washington,0,1
2020-04-05,Wayne,0,0
2020-04-05,Westchester,253,233
2020-04-05,Wyoming,0,1
2020-04-05,Yates,0,0
2020-04-06,Albany,9,6
2020-04-06,Allegany,0,1
2020-04-06,Bronx,816,866
2020-04-06,Broome,5,4
2020-04-06,Cattaraugus,0,0
2020-04-06,Cayuga,1,1
2020-04-06,Chautauqua,1,1
2020-04-06,Chemung,0,0
2020-04-06,Chenango,0,0
2020-04-06,Clinton,0,0
2020-04-06,Columbia,3,4
2020-04-06,Cortland,0,1
2020-04-06,Delaware,0,1
2020-04-06,Dutchess,15,15
2020-04-06,Erie,36,34
2020-04-06,Essex,0,0
2020-04-06,Franklin,0,0
2020-04-06,Fulton,0,1
2020-04-06,Genesee,0,1
2020-04-06,Greene,0,0
2020-04-06,Hamilton,0,0
2020-04-06,Herkimer,1,3
2020-04-06,Jefferson,0,0
2020-04-06,Kings,1153,1252
2020-04-06,Lewis,0,2
2020-04-06,Livingston,0,0
2020-04-06,Madison,1,2
2020-04-06,Manhattan,750,513
2020-04-06,Monroe,26,25
2020-04-06,Montgomery,1,1
2020-04-06,Nassau,620,500
2020-04-06,Niagara,0,1
2020-04-06,Non-NYS,0,26
2020-04-06,Oneida,2,1
2020-04-06,Onondaga,7,5
2020-04-06,Ontario,0,0
2020-04-06,Orange,57,53
2020-04-06,Orleans,0,0
2020-04-06,Oswego,0,1
2020-04-06,Otsego,2,2
2020-04-06,Putnam,13,16
2020-04-06,Queens,1093,1284
2020-04-06,Rensselaer,0,1
2020-04-06,Richmond,197,196
2020-04-06,Rockland,90,99
2020-04-06,Saratoga,1,5
2020-04-06,Schenectady,8,5
2020-04-06,Schoharie,0,0
2020-04-06,Schuyler,0,0
2020-04-06,Seneca,0,0
2020-04-06,St. Lawrence,0,0
2020-04-06,Statewide Total,5489,5489
2020-04-06,Steuben,1,1
2020-04-06,Suffolk,266,263
2020-04-06,Sullivan,7,6
2020-04-06,Tioga,0,0
2020-04-06,Tompkins,0,0
2020-04-06,Ulster,2,5
2020-04-06,Warren,1,0
2020-04-06,Washington,0,1
2020-04-06,Wayne,0,0
2020-04-06,Westchester,304,283
2020-04-06,Wyoming,0,1
2020-04-06,Yates,0,0
2020-04-07,Albany,10,6
2020-04-07,Allegany,0,1
2020-04-07,Bronx,934,989
2020-04-07,Broome,6,5
2020-04-07,Cattaraugus,0,0
2020-04-07,Cayuga,1,1
2020-04-07,Chautauqua,1,1
2020-04-07,Chemung,1,1
2020-04-07,Chenango,0,0
2020-04-07,Clinton,0,0
2020-04-07,Columbia,4,4
2020-04-07,Cortland,0,1
2020-04-07,Delaware,0,1
2020-04-07,Dutchess,17,16
2020-04-07,Erie,39,37
2020-04-07,Essex,0,0
2020-04-07,Franklin,0,0
2020-04-07,Fulton,0,1
2020-04-07,Genesee,0,1
2020-04-07,Greene,0,0
2020-04-07,Hamilton,0,0
2020-04-07,Herkimer,1,3
2020-04-07,Jefferson,0,0
2020-04-07,Kings,1313,1427
2020-04-07,Lewis,0,2
2020-04-07,Livingston,1,1
2020-04-07,Madison,1,2
2020-04-07,Manhattan,872,604
2020-04-07,Monroe,27,26
2020-04-07,Montgomery,1,1
2020-04-07,Nassau,713,578
2020-04-07,Niagara,0,1
2020-04-07,Non-NYS,0,28
2020-04-07,Oneida,2,1
2020-04-07,Onondaga,9,6
2020-04-07,Ontario,0,0
2020-04-07,Orange,72,67
2020-04-07,Orleans,0,0
2020-04-07,Oswego,0,2
2020-04-07,Otsego,2,2
2020-04-07,Putnam,16,21
2020-04-07,Queens,1239,1462
2020-04-07,Rensselaer,1,3
2020-04-07,Richmond,214,214
2020-04-07,Rockland,104,113
2020-04-07,Saratoga,1,5
2020-04-07,Schenectady,9,6
2020-04-07,Schoharie,0,0
2020-04-07,Schuyler,0,0
2020-04-07,Seneca,0,0
2020-04-07,St. Lawrence,0,0
2020-04-07,Statewide Total,6308,6308
2020-04-07,Steuben,3,3
2020-04-07,Suffolk,337,332
2020-04-07,Sullivan,7,6
2020-04-07,Tioga,0,0
2020-04-07,Tompkins,0,0
2020-04-07,Ulster,2,6
2020-04-07,Warren,1,0
2020-04-07,Washington,0,1
2020-04-07,Wayne,0,0
2020-04-07,Westchester,347,319
2020-04-07,Wyoming,0,1
2020-04-07,Yates,0,0
2020-04-08,Albany,12,7
2020-04-08,Allegany,0,1
2020-04-08,Bronx,1046,1108
2020-04-08,Broome,6,6
2020-04-08,Cattaraugus,0,0
2020-04-08,Cayuga,1,1
2020-04-08,Chautauqua,1,1
2020-04-08,Chemung,2,1
2020-04-08,Chenango,0,0
2020-04-08,Clinton,0,0
2020-04-08,Columbia,4,4
2020-04-08,Cortland,0,1
2020-04-08,Delaware,0,1
2020-04-08,Dutchess,21,19
2020-04-08,Erie,46,43
2020-04-08,Essex,0,0
2020-04-08,Franklin,0,0
2020-04-08,Fulton,0,1
2020-04-08,Genesee,0,1
2020-04-08,Greene,0,0
2020-04-08,Hamilton,0,0
2020-04-08,Herkimer,1,3
2020-04-08,Jefferson,0,0
2020-04-08,Kings,1473,1599
2020-04-08,Lewis,0,3
2020-04-08,Livingston,1,1
2020-04-08,Madison,1,2
2020-04-08,Manhattan,985,674
2020-04-08,Monroe,31,29
2020-04-08,Montgomery,1,1
2020-04-08,Nassau,778,633
2020-04-08,Niagara,0,2
2020-04-08,Non-NYS,0,32
2020-04-08,Oneida,2,1
2020-04-08,Onondaga,10,7
2020-04-08,Ontario,0,0
2020-04-08,Orange,79,76
2020-04-08,Orleans,0,0
2020-04-08,Oswego,0,2
2020-04-08,Otsego,2,2
2020-04-08,Putnam,16,21
2020-04-08,Queens,1400,1650
2020-04-08,Rensselaer,3,4
2020-04-08,Richmond,246,249
2020-04-08,Rockland,117,126
2020-04-08,Saratoga,1,5
2020-04-08,Schenectady,9,7
2020-04-08,Schoharie,0,0
2020-04-08,Schuyler,0,0
2020-04-08,Seneca,0,0
2020-04-08,St. Lawrence,1,1
2020-04-08,Statewide Total,7067,7067
2020-04-08,Steuben,3,5
2020-04-08,Suffolk,369,362
2020-04-08,Sullivan,7,6
2020-04-08,Tioga,0,0
2020-04-08,Tompkins,0,0
2020-04-08,Ulster,2,8
2020-04-08,Warren,1,0
2020-04-08,Washington,0,1
2020-04-08,Wayne,0,0
2020-04-08,Westchester,389,359
2020-04-08,Wyoming,0,1
2020-04-08,Yates,0,0
2020-04-09,Albany,14,8
2020-04-09,Allegany,0,1
2020-04-09,Bronx,1148,1216
2020-04-09,Broome,6,6
2020-04-09,Cattaraugus,0,0
2020-04-09,Cayuga,1,2
2020-04-09,Chautauqua,1,1
2020-04-09,Chemung,2,1
2020-04-09,Chenango,0,0
2020-04-09,Clinton,0,0
2020-04-09,Columbia,4,4
2020-04-09,Cortland,0,1
2020-04-09,Delaware,0,1
2020-04-09,Dutchess,25,22
2020-04-09,Erie,58,54
2020-04-09,Essex,0,0
2020-04-09,Franklin,0,0
2020-04-09,Fulton,0,2
2020-04-09,Genesee,0,1
2020-04-09,Greene,0,0
2020-04-09,Hamilton,0,0
2020-04-09,Herkimer,1,3
2020-04-09,Jefferson,0,0
